0.85098,12.7367,-0.42027998
0.82218,12.8749,-0.448899984
0.898279965,12.8336,-0.54721
0.930150032,12.7004,-0.53268
0.77972,12.9658,-0.50917
0.8598,12.9197006,-0.5901
0.90906,12.8768005,-0.65046
0.94737,12.8069,-0.64478004
0.98124,12.6778,-0.64582
0.71713,12.7664,-1.16413009
0.83944,12.7158,-1.1424
0.8080401,12.8223009,-1.07359
0.685900033,12.8686008,-1.09031
0.940600038,12.682,-1.07965
0.907610059,12.7931,-1.02094007
0.868070066,12.8616,-0.970310032
0.78928,12.9024992,-0.98565
0.66735,12.9485006,-0.991059959
0.596280038,12.8342,-0.20819
0.578,12.9712009,-0.255850017
0.711980045,12.9234,-0.34866
0.733440042,12.7839994,-0.30827
0.54743,13.057601,-0.34026
0.6758,13.0138006,-0.424429983
0.467560023,12.8815994,-1.06358993
0.593769968,12.8273,-1.13641012
0.56310004,12.9197006,-1.06397
0.43909,12.9641008,-0.988939941
0.54296,12.9943,-0.96231
0.4183,13.0335007,-0.88625
-0.01381,12.9891,-0.06632
-0.14222,13.0008,-0.08833
-0.14472,13.0742006,-0.13491
-0.01992,13.0764008,-0.110300004
-0.26099,13.0024,-0.12461
-0.26196,13.0638,-0.17306
-0.263210028,13.1050005,-0.23859
-0.14673,13.1211,-0.201099992
-0.0249100011,13.1304007,-0.17619
0.03121,12.9752,-0.59077
0.01617,13.0376005,-0.56526
-0.06479,13.0395994,-0.554710031
-0.0506,12.9834,-0.57033
-0.00341000012,13.0916,-0.51788
-0.08635,13.0858994,-0.51902
-0.17985,13.0787,-0.53517
-0.15723,13.0377,-0.57106
-0.142540008,12.9865007,-0.58848
0.987430036,12.2888,-0.67193
0.966479957,12.0699,-0.68786
0.9139,12.0967007,-0.552560031
0.9288201,12.3035,-0.53679
0.83595,12.1466007,-0.431330025
0.84339,12.3287,-0.411439985
0.97943,12.38,-1.14153
0.88453,12.4406,-1.21054
0.87983,12.2811,-1.23539007
0.971870065,12.1887007,-1.15688
0.75735,12.5169,-1.23934007
0.753490031,12.3967009,-1.27077
0.86754,12.1764,-1.24323
0.952910066,12.0541,-1.15495
0.99353,12.4978,-0.65717
0.93692,12.5138006,-0.5307
0.852719963,12.5423,-0.408720016
0.86804,12.5871,-1.1837
0.96711,12.5444,-1.11789
0.74284,12.6447,-1.20865
0.600089967,12.42,-0.225729987
0.60045,12.6348,-0.20322001
0.73379004,12.585,-0.29752
0.72737,12.3708,-0.30848
0.46882,12.7049007,-1.15072
0.61207,12.6150007,-1.21942
0.60884,12.7192,-1.18590009
0.4739,12.7888,-1.11704
0.58653,12.1748,-0.30181
0.597240031,12.2807,-0.26254
0.72332,12.2161007,-0.337750018
0.60072,12.4869,-1.25183
0.606860042,12.5343008,-1.24357009
0.46272,12.6491995,-1.16639006
-0.00541,12.7113,-0.0653400049
-0.15408,12.7797995,-0.07262
-0.144200012,12.9026,-0.0700800046
-0.00588,12.8657,-0.0546100028
-0.29003,12.8309011,-0.0972
-0.271460027,12.926,-0.101040006
0.0271299984,12.8457,-0.61986
0.0333400033,12.9110994,-0.607250035
-0.04773,12.9216,-0.57967
-0.056,12.8567991,-0.583690047
-0.139380008,12.9292011,-0.59671
-0.14913,12.8684006,-0.59556
-0.03472,12.4156,-0.11991
-0.17511,12.6327009,-0.09055
-0.0200000014,12.5407,-0.08941
-0.32655,12.6255,-0.12926
-0.31288,12.7132006,-0.1091
0.0171100013,12.7794,-0.63168
-0.0754,12.7904005,-0.58086
-0.09324,12.7634,-0.5608
-0.17319,12.8059006,-0.58353
-0.383290023,12.9994993,-0.17385
-0.375480026,13.0497,-0.21959
-0.493139982,12.9927006,-0.23046
-0.47342,13.0335007,-0.27143
-0.451350033,13.0668,-0.32168
-0.36559,13.0868,-0.27872
-0.26153,13.0354,-0.59059
-0.24714,12.9901991,-0.61556
-0.2818,13.0718,-0.55014
-0.37645,13.063201,-0.55873
-0.36155,13.0320005,-0.60361
-0.3519,12.9937,-0.63746
-0.24849999,12.9417009,-0.63141
-0.35938,12.9548006,-0.66225
-0.37412,12.9175005,-0.676380038
-0.26123,12.8921995,-0.635960042
-0.53731,12.887,-0.18991
-0.55726,12.765,-0.19554
-0.63338,12.8018007,-0.253040016
-0.61534,12.8977995,-0.25218
-0.56526,12.6603,-0.212890014
-0.64064,12.7192,-0.264980018
-0.68911,12.7890005,-0.33506
