270,351,1124,334
1451,439,1477,244
521,236,460,-1
501,34,-1,59
1645,1441,680,-1
1059,1175,1591,369
293,850,810,709
1034,45,1677,874
41,429,98,411
-1,196,416,1580
1362,362,1079,1372
773,1529,1054,182
226,219,107,-1
946,1298,507,1211
825,268,254,-1
952,-1,878,246
826,1101,823,76
898,119,1209,622
2,-1,-1,1318
290,170,280,-1
131,225,1400,274
1086,1671,432,895
167,256,261,239
-1,372,279,83
769,1106,1641,-1
1444,973,671,-1
1005,1103,837,-1
1352,1432,1262,190
527,1155,727,1514
1197,169,1381,903
238,920,527,-1
-1,356,-1,1310
1047,283,246,952
1243,1315,153,-1
1050,745,1662,-1
339,271,481,-1
843,453,399,17
900,733,246,942
4,273,312,149
34,502,-1,456
391,382,327,953
426,817,684,921
1563,721,1531,984
345,19,504,1053
698,238,530,-1
-1,222,-1,430
-1,1139,316,224
579,339,272,259
271,517,277,-1
262,532,513,512
-1,131,-1,244
99,170,185,289
1411,1391,1172,1200
437,550,-1,272
315,509,374,322
-1,610,613,247
288,99,-1,243
806,943,153,1482
801,719,-1,668
900,752,1382,256
1296,757,1136,-1
170,-1,-1,300
1430,1550,939,911
-1,193,520,-1
460,107,53,280
-1,300,275,313
-1,243,53,-1
697,1645,1259,-1
1227,722,1,-1
869,867,-1,230
174,869,-1,786
719,-1,689,687
1296,1406,69,1316
1181,1343,1272,1104
1112,1334,1320,669
22,-1,1715,-1
289,-1,285,1715
804,621,309,794
-1,868,978,388
143,381,406,405
1158,-1,1102,-1
313,349,1715,333
619,1710,648,-1
526,340,332,220
-1,1370,36,1389
805,17,-1,301
1333,-1,967,1326
782,592,774,941
344,-1,314,262
305,-1,33,289
606,459,312,355
278,407,-1,317
-1,270,756,348
335,321,-1,315
-1,321,325,39
882,353,1534,1304
34,-1,571,20
318,317,324,322
321,449,278,-1
1708,619,1103,-1
325,321,335,-1
318,324,89,185
948,1423,181,-1
1145,563,264,507
1277,212,863,748
1271,16,1317,356
1237,1281,1710,-1
1361,640,757,1348
307,340,1361,1471
348,334,-1,305
333,33,224,-1
38,317,405,324
687,-1,730,670
606,611,-1,603
718,1382,1669,1044
271,482,484,259
307,1269,332,1490
1671,408,423,1154
515,135,654,840
482,344,484,528
343,312,459,464
391,267,953,1056
97,-1,568,478
1550,929,939,1042
333,316,350,1130
-1,305,350,22
-1,349,348,1177
56,224,-1,89
152,1396,718,755
319,979,1534,1496
671,1095,-1,851
-1,603,105,314
695,329,1368,255
199,707,1615,833
1175,369,676,1389
1159,379,73,1251
-1,404,372,397
-1,61,491,54
234,87,1111,90
673,417,1497,1263
1258,1036,467,1114
-1,-1,145,1109
732,1214,1223,1648
1280,1636,1476,756
1076,732,171,1051
358,229,382,1374
1040,-1,-1,956
1196,902,1040,1275
-1,386,247,360
670,-1,82,730
404,511,386,278
431,503,222,-1
115,1102,1670,1158
396,203,212,863
1253,1425,683,1105
1194,1122,359,1515
485,920,1663,-1
303,-1,397,403
264,1059,1145,369
1426,1357,1660,872
782,1271,979,1079
1450,29,675,1260
372,105,610,374
131,394,-1,711
914,-1,951,302
-1,409,678,744
1653,736,148,-1
955,264,1617,345
113,1481,215,-1
1109,1057,1648,1214
387,1158,-1,-1
1658,1253,1582,-1
1369,1485,1505,377
381,-1,70,360
1271,1079,1368,-1
260,839,-1,805
-1,437,-1,591
409,743,406,-1
1441,1437,1232,-1
-1,381,405,407
360,-1,374,407
412,403,303,335
70,133,303,401
403,-1,404,315
341,960,422,1128
401,389,413,410
-1,83,613,409
462,447,489,232
1144,-1,405,38
588,586,-1,409
184,1531,1273,1122
887,470,1480,1251
971,1617,563,233
363,1304,986,48
506,960,655,-1
208,67,5,427
200,541,-1,428
510,1206,961,898
531,423,408,-1
422,546,341,-1
475,753,784,179
548,1671,546,-1
634,265,1641,680
-1,429,419,431
67,62,420,-1
-1,232,462,427
222,269,208,216
495,375,5,427
548,438,245,-1
837,1597,1005,590
209,-1,52,98
450,444,200,496
79,-1,71,52
400,477,277,591
432,1629,1385,-1
1268,856,225,117
-1,208,441,106
62,-1,440,218
663,584,470,882
1125,1034,1258,1340
435,-1,67,500
777,1708,559,-1
447,-1,497,566
411,-1,446,472
66,626,826,1463
522,460,-1,322
473,435,536,490
1261,1005,1153,-1
480,561,455,-1
845,150,260,-1
808,515,654,42
560,79,452,458
263,524,561,23
-1,79,458,41
457,455,472,41
314,9,344,-1
226,288,449,39
-1,462,500,67
-1,411,461,429
-1,179,93,701
528,344,-1,4
-1,582,576,478
470,554,474,1453
364,1121,908,-1
221,523,186,-1
519,186,198,-1
442,466,415,1453
-1,198,218,106
-1,458,562,447
-1,536,482,450
554,466,-1,1480
-1,85,179,424
1494,1204,657,1498
437,-1,598,593
346,465,-1,479
564,576,478,493
71,23,452,-1
259,577,490,-1
-1,343,339,473
-1,524,501,-1
80,339,343,-1
217,1164,380,-1
693,1061,1329,1372
493,488,578,-1
487,496,490,-1
500,497,-1,411
488,450,481,-1
618,361,-1,620
1008,1030,926,954
479,498,487,-1
556,-1,625,608
503,431,209,98
488,499,435,-1
489,498,565,446
497,499,493,-1
498,500,496,-1
499,489,444,461
524,227,483,59
263,555,-1,560
375,495,-1,-1
167,267,-1,953
809,1508,214,180
1597,572,418,-1
327,1353,237,-1
-1,1690,1689,1692
511,-1,522,278
518,421,592,898
149,-1,509,374
522,521,273,513
514,-1,273,512
-1,513,542,219
-1,342,454,64
1374,1068,1353,-1
272,80,600,-1
619,510,837,1001
221,-1,520,469
-1,193,519,287
512,522,-1,226
521,512,509,449
540,543,-1,468
456,501,483,151
1274,138,1136,-1
757,547,307,-1
1164,252,254,-1
535,464,343,-1
-1,602,614,558
268,715,161,-1
422,572,583,-1
273,4,539,-1
65,1443,1506,-1
-1,666,597,677
538,528,536,-1
473,537,535,450
541,538,536,200
537,539,535,-1
538,542,532,-1
542,541,544,523
540,537,545,420
539,540,514,543
523,-1,219,542
-1,540,545,218
541,-1,544,62
581,425,423,-1
1395,1296,69,526
604,432,425,-1
-1,716,681,724
277,598,-1,599
1359,40,1261,1356
1578,1206,1708,1592
621,-1,799,795
466,615,474,641
502,573,-1,27
612,494,586,609
1237,879,1281,1538
598,593,94,529
40,445,1594,-1
502,561,562,455
560,456,-1,452
27,560,566,472
327,809,416,1580
-1,568,565,479
-1,564,566,497
570,562,565,446
568,569,630,573
570,567,346,564
567,570,-1,27
569,568,-1,566
633,574,320,100
506,590,531,-1
555,574,26,567
573,34,571,-1
61,-1,1239,635
465,580,578,479
578,579,-1,481
576,577,-1,487
580,591,577,271
576,589,579,-1
583,604,546,-1
589,-1,585,465
531,616,581,-1
442,592,587,1395
582,-1,223,97
556,43,612,413
1219,584,1412,1395
679,660,413,43
591,582,596,580
1506,572,433,-1
400,589,437,579
584,1000,510,311
594,477,596,558
595,-1,593,54
223,594,596,201
589,595,593,-1
-1,534,82,735
477,-1,550,558
602,600,-1,550
599,601,-1,517
600,606,-1,9
608,605,599,529
610,355,-1,337
548,581,1394,-1
602,611,606,-1
601,605,337,314
651,1270,653,620
611,-1,494,602
611,556,610,-1
279,603,609,386
337,608,609,605
556,586,-1,613
410,279,-1,612
652,624,94,529
554,1219,32,641
161,583,1443,-1
-1,618,94,54
617,-1,653,491
1206,518,323,306
1226,607,-1,491
787,-1,553,301
241,898,623,-1
1207,622,941,-1
-1,662,625,614
43,-1,624,494
146,803,1197,448
1043,632,58,636
-1,630,637,97
803,66,906,1376
628,-1,632,567
1059,1586,1264,1017
627,-1,26,630
26,-1,58,571
1486,426,1106,1645
-1,637,1110,575
637,627,667,-1
635,628,636,201
710,58,-1,815
1343,838,693,1070
1307,1087,331,1603
554,615,-1,1465
1043,1625,-1,1224
769,812,1106,932
1656,979,108,1092
918,-1,68,992
793,779,-1,760
20,-1,751,59
1364,306,-1,101
802,1544,664,770
1521,651,681,-1
650,607,658,-1
662,653,-1,614
652,658,607,618
342,845,454,-1
656,1528,418,1657
177,655,960,1233
773,1652,476,1083
661,651,653,-1
661,660,682,665
659,662,-1,588
662,659,658,-1
660,661,652,624
1000,442,206,1058
649,1025,725,1643
679,-1,666,659
534,-1,682,665
1110,1043,1640,636
142,1038,-1,282
298,1148,1347,1119
689,717,336,373
76,1647,354,249
1257,1397,696,-1
1493,363,1497,15
776,799,-1,723
385,10,11,-1
733,1096,358,36
534,-1,678,734
-1,679,677,389
-1,665,678,588
426,228,1160,-1
549,682,-1,650
681,716,666,659
1193,378,1347,1199
977,265,1133,1399
1283,29,1360,-1
1190,210,215,1584
112,1150,295,336
781,129,-1,719
142,295,-1,670
1477,856,821,-1
1337,1042,1078,113
1426,1303,1357,173
639,983,1343,486
950,803,817,1449
750,16,356,-1
137,672,133,-1
739,291,81,-1
65,1711,268,-1
840,-1,-1,8
1311,1107,-1,1201
780,463,702,862
779,701,-1,144
1083,-1,-1,1319
1515,1173,896,1178
104,843,1141,-1
974,1097,-1,-1
357,1640,710,819
1601,1644,1509,1191
-1,-1,230,93
1043,1625,707,638
1668,387,28,1069
1629,715,825,-1
1093,1646,1230,1318
1398,1435,1,-1
712,1394,530,-1
682,549,82,717
726,-1,670,716
1616,338,725,352
295,282,-1,688
147,1074,-1,1378
266,1252,1210,1419
798,292,787,1152
47,674,1238,-1
1090,-1,549,726
1025,718,664,755
142,168,717,724
252,119,825,1555
1339,1159,73,-1
1229,74,759,1039
1157,336,735,373
896,1536,1383,1391
368,366,1223,1051
261,676,167,163
88,735,744,677
734,1217,730,597
762,28,390,115
889,1642,754,1705
1057,861,1280,1215
1437,697,1638,-1
1118,-1,1399,1133
1102,876,1223,-1
1397,761,133,743
742,744,-1,401
743,1397,734,389
110,168,258,-1
1252,1526,1321,948
1120,1189,1452,1339
901,328,1610,1647
1234,1615,1161,-1
45,155,695,-1
790,822,647,59
1469,136,1198,283
424,783,784,788
737,160,811,-1
-1,352,725,1643
367,861,1186,316
526,331,284,-1
210,766,881,1390
1247,1228,729,1082
767,646,765,47
742,1195,1418,-1
1012,173,736,1015
1180,823,1519,1628
1142,1637,1524,-1
-1,760,795,799
136,1190,1065,758
63,760,-1,196
1355,1624,1622,1527
1644,643,248,907
871,892,649,852
1281,879,1663,-1
849,-1,-1,786
235,1247,657,1082
16,311,1292,155
1153,1524,824,-1
800,674,781,129
1578,445,1564,-1
784,780,792,-1
646,780,702,63
778,701,779,-1
-1,801,776,688
1000,311,384,177
-1,753,-1,791
424,753,-1,778
-1,788,804,791
772,294,127,-1
-1,621,722,104
785,-1,792,753
-1,807,805,791
822,751,-1,-1
785,789,-1,783
788,793,794,778
792,-1,795,646
792,795,301,-1
794,793,553,765
-1,-1,1376,906
21,815,20,100
1227,800,110,722
674,800,553,765
799,776,798,-1
781,-1,1227,282
1246,649,1669,871
626,977,694,629
-1,785,301,805
789,399,309,804
1287,281,1315,1098
839,818,-1,789
-1,454,844,833
563,505,195,180
-1,862,230,93
916,754,1544,-1
7,1080,183,643
-1,-1,96,822
21,820,96,822
797,157,-1,638
1095,1485,1499,846
265,950,694,921
103,150,-1,807
42,833,157,707
830,828,-1,814
1280,1475,690,-1
751,790,814,813
763,1101,1519,240
887,1359,775,-1
238,727,712,-1
146,240,448,76
1544,1288,859,174
820,829,157,21
828,831,42,-1
832,831,820,96
830,832,829,-1
831,830,64,8
819,808,-1,357
1268,1112,838,1426
212,1076,1067,901
959,204,-1,905
518,433,250,1001
639,834,1112,1070
150,-1,399,807
842,699,-1,342
842,-1,-1,103
-1,840,841,135
844,260,-1,705
808,845,843,1050
654,453,844,-1
1485,1077,1064,816
1013,1586,955,1054
1496,1265,108,1325
-1,850,869,772
849,-1,230,-1
1077,1647,-1,354
122,-1,1643,770
876,203,951,95
1494,855,1243,72
1314,908,854,1176
439,1280,690,145
-1,867,862,109
1484,1352,1454,1410
1047,827,1288,866
1636,1343,35,947
738,888,756,1139
810,-1,857,701
1277,377,146,328
1525,1248,1285,1081
1146,1386,90,130
867,869,859,-1
293,866,109,857
1072,1600,914,302
866,293,294,849
1351,1342,1233,132
770,802,-1,-1
383,932,899,1651
171,1064,1071,-1
941,177,1086,231
1544,936,174,-1
171,853,951,741
-1,954,917,1481
-1,1246,239,940
557,1393,771,1116
125,132,1354,1233
1654,1430,758,114
1058,319,442,1304
1485,1369,1201,1600
57,1648,1650,-1
969,919,959,-1
1216,890,895,-1
1524,415,824,1431
861,128,111,1418
1198,916,1529,737
18,915,886,-1
993,1611,1266,-1
934,925,122,770
1090,1435,1579,-1
1300,1458,987,1611
245,886,924,-1
704,731,1122,1391
1248,-1,1415,1607
510,241,421,622
1582,872,907,-1
136,283,1654,261
835,748,1257,1067
1390,956,371,6
253,1291,1384,1048
1445,-1,1002,1688
1664,836,945,-1
1626,1630,629,796
1644,899,769,-1
855,999,1243,467
-1,918,970,139
1065,1125,1489,1196
286,1430,-1,-1
-1,77,-1,156
1289,48,1263,-1
1064,951,868,388
1036,1014,890,-1
889,1047,165,811
1008,959,877,204
909,-1,645,992
118,958,885,-1
254,1711,380,-1
265,1160,817,1132
1462,1189,1339,1371
1080,0,1214,1277
1023,895,1014,-1
-1,934,-1,892
-1,1222,1442,492
154,1409,-1,-1
-1,46,-1,122
347,215,939,113
-1,936,-1,127
116,1232,1231,1429
183,643,872,1434
1321,12,1452,-1
925,935,936,892
934,-1,936,-1
930,934,935,875
1596,1564,32,1457
1033,1255,997,975
286,347,929,-1
878,942,-1,-1
311,874,623,155
1171,-1,940,261
1469,1330,281,1616
-1,945,-1,1163
944,958,-1,905
128,175,237,1195
1186,860,1636,1127
326,746,37,-1
1533,1062,-1,-1
817,1602,694,1387
914,876,853,388
1288,1246,256,239
345,264,-1,504
877,-1,492,1024
847,1059,391,1554
210,1040,902,370
1508,1145,1264,1486
919,-1,959,945
917,885,958,836
408,656,418,1128
421,1091,1412,-1
132,1148,1632,1336
1210,1656,1416,1659
1599,1589,1568,-1
1683,1574,1635,-1
-1,1031,1008,969
-1,1323,310,1302
-1,1609,1530,993
1028,966,-1,885
68,1020,909,1007
195,1617,416,-1
1222,164,1655,1032
249,1363,1461,-1
1085,141,-1,706
213,938,188,-1
1525,1583,-1,1248
803,60,684,1630
302,95,-1,-1
353,1058,384,644
1011,-1,985,1009
1016,1007,-1,1612
1299,-1,1535,1621
35,1273,1329,693
266,1120,1483,1194
1031,-1,1033,980
1483,1350,417,1120
1674,1608,894,-1
1500,1588,1003,-1
1623,194,1542,1588
1436,1500,1244,202
-1,1295,1542,994
202,918,1502,645
1621,891,1267,968
991,1299,1620,194
81,1258,1438,1066
189,-1,-1,1027
998,1009,938,1016
1612,997,-1,1255
908,1287,1315,1675
592,663,1528,782
1506,518,101,837
904,-1,1572,-1
1004,1676,1572,988
-1,1003,-1,1244
451,250,433,-1
1124,1427,1144,56
1020,-1,981,970
966,492,-1,917
980,1019,1016,997
1097,-1,182,207
-1,980,1027,189
1582,762,1653,1601
195,214,847,207
924,915,1147,-1
1080,1601,203,762
1009,981,-1,997
1591,1494,631,1314
1022,189,-1,-1
189,1021,1009,-1
1021,1022,1007,970
1019,1022,1020,-1
1021,1018,1020,-1
1671,924,1126,-1
84,1584,1442,954
160,725,664,1709
-1,1027,1028,-1
1026,1011,1029,996
1029,969,1026,118
1027,1031,1028,-1
1031,1032,492,-1
966,985,1030,1029
1030,1033,972,-1
1032,985,164,938
87,231,443,1362
211,1307,1428,-1
364,18,1121,915
1499,1519,1095,-1
168,1227,1435,668
-1,729,1229,-1
24,371,956,370
-1,1053,144,109
691,1366,156,347
642,710,667,627
1550,338,1366,-1
-1,-1,1420,1447
1463,1187,1448,-1
916,256,19,859
1381,1439,903,-1
1210,1450,49,1416
258,199,1141,844
137,732,368,-1
203,1369,1072,1509
1041,19,267,109
235,207,1554,847
1070,1181,183,1340
144,345,1617,63
393,738,1109,1422
979,882,663,1483
955,631,382,229
1085,1100,-1,-1
486,1070,132,1342
-1,1319,1614,949
1100,-1,1089,1449
873,914,846,-1
766,910,1096,1390
1140,1114,995,-1
1077,835,1071,901
1712,1181,111,516
1303,117,711,1075
838,639,1055,1061
1067,873,1077,-1
868,1052,1600,-1
1214,75,1075,1670
1078,77,720,-1
1073,173,28,1069
212,171,835,368
846,1067,1071,851
1163,691,1074,-1
384,234,398,1092
812,923,173,1015
-1,1393,1116,864
759,773,-1,1084
657,1084,703,1319
1082,1083,-1,-1
121,1060,-1,974
874,245,1207,1216
640,1274,1136,1551
1379,211,1312,1345
1063,1205,-1,-1
1521,168,893,724
961,1578,1564,1595
1079,644,1659,1681
1365,1388,713,1331
1129,1140,81,-1
1101,816,1037,354
1532,136,1065,676
1010,214,-1,706
806,1488,78,-1
1434,1340,81,1308
1060,1063,-1,1464
823,1505,1095,240
376,95,741,304
1594,323,250,-1
1146,297,1386,-1
1658,378,-1,148
643,634,248,1259
700,1600,-1,-1
1661,1137,1113,-1
393,1057,145,365
1224,667,1239,635
126,1368,362,1310
834,298,838,1148
1358,1108,-1,-1
1066,1147,364,-1
134,152,1479,1408
879,1540,1081,205
1388,1192,181,1297
-1,740,14,1509
1536,1173,669,1414
984,747,986,1159
1036,1675,467,-1
379,414,191,896
1238,1188,1433,129
1139,1006,1418,224
910,1314,1591,443
1166,1154,1023,-1
947,1156,11,-1
408,1168,960,-1
1162,1094,1308,-1
1177,348,1186,-1
1233,1168,1135,-1
1134,1678,921,-1
-1,1134,740,684
1133,-1,1132,-1
1131,1162,1351,-1
1087,525,284,-1
-1,1160,1678,1108
1155,1164,217,1290
861,1215,1124,270
1094,1170,1066,-1
1152,1050,1631,705
206,159,764,1657
31,50,49,1230
57,143,1006,412
957,327,382,1353
865,1104,1286,1372
1166,1014,1114,-1
669,1112,1660,962
1570,36,1151,-1
1392,1188,1157,687
1370,-1,1149,130
1141,110,104,722
451,1597,775,-1
341,1126,1179,-1
252,1138,1209,1530
1177,31,1127,-1
1150,1217,1363,730
394,304,376,1670
1120,359,728,48
921,680,1661,1137
178,749,1224,-1
1135,1183,1129,-1
1664,1078,1378,944
527,485,1138,-1
1304,1511,1453,1289
1170,1126,1147,-1
1627,1226,1250,-1
1179,1131,1128,-1
3,1539,1510,1553
1183,1166,1140,-1
1570,-1,163,942
-1,276,-1,1200
704,1632,1119,-1
1484,1454,1477,1403
229,1532,1489,358
855,1314,1258,1438
30,1156,1130,350
1637,-1,704,-1
1154,1183,1168,-1
1254,763,1311,1626
1055,297,1068,1374
1640,199,1293,1662
1170,1162,1179,-1
-1,1653,-1,1191
181,1577,91,1455
756,947,1130,1272
1291,1294,1046,-1
1123,1560,1150,112
747,1563,1321,922
766,1469,1287,686
1184,-1,708,14
1117,1240,1577,1333
683,1660,1253,-1
1531,379,984,159
44,946,761,1211
87,910,371,90
175,1602,253,626
752,1204,1330,889
-1,-1,140,683
276,1218,191,1172
883,1311,1499,700
16,1406,1317,1279
1663,1364,1710,-1
476,1532,1529,1198
1376,1449,158,1089
421,619,552,1237
623,1086,1385,1672
1623,-1,1608,1436
1393,241,1155,-1
721,1049,1329,963
237,1195,1560,-1
1363,1448,1392,-1
-1,1377,-1,1471
923,1073,366,393
738,1427,1139,-1
1086,1677,886,1673
1157,88,1461,735
1371,-1,1200,1462
615,587,1596,1269
1232,1264,1638,1437
1493,12,1455,-1
25,-1,972,926
366,741,732,-1
1161,1110,-1,642
213,162,1266,1606
1167,1239,1293,620
798,292,1038,801
759,1231,1229,1694
1232,729,1228,1039
713,1646,1450,1143
1405,931,1228,1566
931,1220,1229,402
656,870,880,1131
1398,199,749,1631
1298,1560,1238,196
1358,1441,1429,-1
1206,557,330,1592
1235,1123,1439,723
1226,1627,1110,575
1192,1365,1577,1341
1275,-1,1310,-1
1704,1301,-1,1466
854,908,257,-1
1004,990,1500,-1
1327,-1,1681,1284
952,802,1669,878
1586,1652,773,759
976,864,897,1504
190,1283,1360,1404
1293,1398,1167,1579
415,359,-1,1431
721,1563,37,746
1357,378,1193,395
60,1180,1311,1630
938,213,-1,998
15,1312,211,1619
901,1610,672,-1
1176,443,364,995
1106,1434,291,-1
385,1646,1424,-1
551,1594,451,-1
1273,35,190,251
913,363,1428,-1
631,116,957,1220
1496,1493,848,1375
891,213,1225,-1
-1,993,162,1530
1334,834,439,1303
340,1219,1465,1492
1662,1521,1293,607
384,329,1317,398
297,111,-1,1186
983,1262,414,1320
1087,1534,525,1496
371,90,-1,1241
1503,1495,1513,1556
923,863,175,328
-1,1309,-1,1284
1316,1406,1202,123
856,367,821,738
330,557,771,-1
1324,1309,-1,1302
10,685,1249,-1
1309,-1,1245,1278
864,1456,-1,205
1313,-1,1659,1146
999,1190,806,1584
952,859,827,-1
1165,48,913,1453
-1,1138,1609,1305
903,1463,1384,1187
774,1395,69,-1
1182,1250,1226,1270
1433,1392,1187,-1
991,1682,1691,1620
547,138,296,284
1333,-1,-1,1117
237,1381,1580,1235
994,-1,982,1458
-1,894,1608,139
1242,1491,1590,1557
-1,967,-1,1282
692,1268,1425,1069
319,882,417,1165
1583,1290,-1,1535
1468,1490,-1,1460
1511,640,1361,1035
1351,1099,120,1129
1282,1324,1278,1284
1111,255,1368,1241
1254,1180,1201,700
1375,1088,1256,-1
-1,1697,1545,1286
1125,855,1017,1176
806,257,999,-1
1279,-1,-1,296
1271,329,1202,123
1322,713,1331,242
703,1083,1062,1498
1273,298,1352,1383
933,1189,746,-1
-1,1331,-1,1318
967,-1,1338,-1
1309,1282,1325,1326
1375,848,1324,1326
310,1327,1325,1324
1577,108,1326,1245
1683,1706,1541,1585
983,1531,1210,486
943,1198,1498,1614
1322,1093,1332,1318
1335,-1,1331,-1
1338,1297,310,1192
298,1268,1451,1420
1341,1338,1332,-1
1649,1660,962,-1
78,691,1664,1488
-1,1333,1323,1335
728,922,747,-1
443,1055,1342,1099
1365,1240,1335,-1
1061,1362,1340,870
860,639,693,297
1348,-1,1603,-1
-1,1088,1379,-1
1457,1512,-1,1459
669,1447,683,1420
331,1349,1344,-1
1348,1361,1470,1471
986,12,1497,1452
870,1308,1649,1135
858,251,1320,1404
1145,1712,507,516
880,1632,125,-1
768,1633,-1,1522
1359,-1,551,-1
692,1253,383,1582
1661,1236,1429,1113
1480,551,824,1356
685,1478,1249,-1
1307,331,332,1349
1034,234,177,1342
973,1212,1157,-1
1711,648,1203,-1
1240,1093,1416,1341
1042,1396,156,1044
1679,1703,1698,1687
1111,356,398,1310
883,396,60,1052
-1,1151,308,1386
922,1218,-1,-1
486,234,1659,1146
158,1417,1618,-1
1181,369,1389,516
1265,166,1312,1325
1205,158,629,796
-1,1468,220,1213
1163,1407,-1,720
1603,1088,166,1345
1464,169,1417,-1
1298,253,1575,1048
283,1469,1550,338
1536,1320,731,1716
903,1291,1417,-1
119,1207,438,1537
865,1104,1389,1370
1602,1714,1487,950
1423,1093,1117,-1
1386,1374,358,308
1065,758,902,6
-1,731,896,276
1294,1150,1212,-1
1209,217,879,1081
1629,161,715,604
584,547,1292,587
1366,152,1665,352
44,742,672,744
1250,1234,178,714
1641,1509,740,684
1402,244,-1,-1
1610,172,88,-1
1454,1451,1400,-1
-1,1484,-1,1174
1249,1352,1410,-1
116,1586,214,1231
1202,296,138,1279
1378,154,187,-1
1467,1409,1533,1115
1408,154,1467,927
1404,858,-1,-1
276,-1,1716,-1
961,1596,587,-1
1536,51,1414,1716
1119,1413,1707,1447
897,1583,1698,197
963,1365,1049,-1
1380,1384,1373,-1
761,888,1124,-1
1526,1483,1656,721
1045,1334,1425,1347
