0.84211600	12.73890519	-0.41763083	0.84168530	12.73908138	-0.41749006
0.81227768	12.87674688	-0.44620844	0.81176806	12.87690541	-0.44606802
0.88970213	12.83636424	-0.54374315	0.88927306	12.83657026	-0.54356711
0.92265778	12.70351341	-0.52927925	0.92230660	12.70373694	-0.52910221
0.76957969	12.96729164	-0.50664695	0.76904174	12.96742524	-0.50651783
0.85088673	12.92213997	-0.58676868	0.85042592	12.92232564	-0.58660209
0.90118699	12.87981798	-0.64673310	0.90078650	12.88003450	-0.64654816
0.94008381	12.81029180	-0.64086465	0.93972381	12.81053015	-0.64066899
0.97509702	12.68153390	-0.64191264	0.97481204	12.68178915	-0.64171394
0.71547415	12.76830931	-1.16238266	0.71538435	12.76841696	-1.16230409
0.83784928	12.71877702	-1.13968674	0.83776780	12.71895378	-1.13955941
0.80488728	12.82498971	-1.07091093	0.80472363	12.82515314	-1.07078839
0.68264945	12.87033081	-1.08865704	0.68247896	12.87043258	-1.08858651
0.93863105	12.68587137	-1.07606922	0.93853671	12.68610851	-1.07589832
0.90408327	12.79656506	-1.01736623	0.90390557	12.79678237	-1.01719953
0.86354695	12.86466494	-0.96695576	0.86331443	12.86486114	-0.96679909
0.78472861	12.90505587	-0.98292852	0.78448896	12.90521683	-0.98280413
0.66250098	12.95009830	-0.98935129	0.66224479	12.95019788	-0.98927766
0.58496649	12.83378694	-0.20780856	0.58435699	12.83380610	-0.20778624
0.56599012	12.97068068	-0.25537122	0.56530650	12.97068623	-0.25535007
0.70090894	12.92408948	-0.34702580	0.70031097	12.92417996	-0.34693786
0.72320502	12.78490334	-0.30673560	0.72268405	12.78500794	-0.30664960
0.53539332	13.05692353	-0.33985679	0.53469372	13.05691006	-0.33984359
0.66462626	13.01424175	-0.42291717	0.66400630	13.01430971	-0.42283900
0.46409471	12.88137064	-1.06385452	0.46391793	12.88135566	-1.06388024
0.59134184	12.82820447	-1.13572989	0.59121671	12.82825215	-1.13570528
0.55922106	12.92036372	-1.06329889	0.55901783	12.92040213	-1.06327809
0.43403617	12.96355300	-0.98929253	0.43376989	12.96351961	-0.98932475
0.53734761	12.99473792	-0.96164256	0.53704887	12.99476533	-0.96162221
0.41141778	13.03261271	-0.88668127	0.41104906	13.03255822	-0.88671995
-0.02676294	12.98403663	-0.06998237	-0.02759535	12.98360641	-0.07028681
-0.15502550	12.99491360	-0.09273867	-0.15585931	12.99437632	-0.09312102
-0.15768911	13.06835854	-0.13925476	-0.15855780	13.06781782	-0.13963799
-0.03316057	13.07134809	-0.11390778	-0.03403931	13.07091069	-0.11421569
-0.27351844	12.99584168	-0.12968277	-0.27433619	12.99520184	-0.13013960
-0.27456453	13.05730617	-0.17806311	-0.27540522	13.05666402	-0.17852049
-0.27566002	13.09859943	-0.24354353	-0.27649718	13.09795583	-0.24400086
-0.15958596	13.11533119	-0.20540711	-0.16045414	13.11478888	-0.20579005
-0.03808457	13.12539064	-0.17977881	-0.03896906	13.12494853	-0.18008759
0.02171643	12.97099582	-0.59434842	0.02120420	12.97062751	-0.59461804
0.00607536	13.03325617	-0.56882017	0.00549998	13.03287289	-0.56909604
-0.07498643	13.03474476	-0.55870906	-0.07557303	13.03429081	-0.55903604
-0.06033668	12.97866475	-0.57433187	-0.06086739	12.97822549	-0.57465167
-0.01417863	13.08704951	-0.52146092	-0.01482715	13.08664324	-0.52174685
-0.09705622	13.08086354	-0.52307306	-0.09770355	13.08038754	-0.52341265
-0.19040380	13.07316781	-0.53973325	-0.19103782	13.07260869	-0.54013144
-0.16733942	13.03234535	-0.57555427	-0.16791558	13.03180935	-0.57593910
-0.15224627	12.98126849	-0.59296562	-0.15276685	12.98074757	-0.59334319
0.98547899	12.29276565	-0.66865872	0.98543860	12.29301864	-0.66848083
0.96723778	12.07370941	-0.68532462	0.96733848	12.07394819	-0.68517892
0.91333565	12.09953029	-0.55051096	0.91334844	12.09970131	-0.55039423
0.92559012	12.30675617	-0.53418285	0.92548343	12.30696023	-0.53403810
0.83425490	12.14835026	-0.42997154	0.83420258	12.14844780	-0.42989597
0.83915632	12.33114591	-0.40957963	0.83899805	12.33129806	-0.40947260
0.98081624	12.38445982	-1.13808421	0.98091973	12.38473186	-1.13790818
0.88587482	12.44411263	-1.20786392	0.88596351	12.44432191	-1.20772680
0.88309138	12.28464937	-1.23296692	0.88329548	12.28486026	-1.23283336
0.97538667	12.19317150	-1.15379928	0.97562019	12.19344414	-1.15363254
0.75796167	12.51883927	-1.23772809	0.75799548	12.51894934	-1.23764483
0.75579899	12.39874185	-1.26934713	0.75593612	12.39885710	-1.26926345
0.87197546	12.17986194	-1.24106830	0.87225389	12.18006643	-1.24094178
0.95779077	12.05839455	-1.15226838	0.95811418	12.05865571	-1.15211764
0.98918814	12.50177507	-0.65346634	0.98901492	12.50203658	-0.65327313
0.93124708	12.51711980	-0.52758292	0.93101039	12.51734327	-0.52741516
0.84563143	12.54477274	-0.40646262	0.84532602	12.54494934	-0.40633481
0.86774256	12.59027379	-1.18099536	0.86773384	12.59046172	-1.18086369
0.96670810	12.54861999	-1.11429762	0.96670468	12.54887758	-1.11412096
0.74237736	12.64658935	-1.20686737	0.74235328	12.64669493	-1.20678115
0.59360685	12.42077077	-0.22582120	0.59334193	12.42082369	-0.22580811
0.59067150	12.63480094	-0.20329954	0.59020407	12.63483414	-0.20328885
0.72508571	12.58629068	-0.29654972	0.72469938	12.58640073	-0.29648113
0.72199566	12.37236322	-0.30766729	0.72178425	12.37246295	-0.30761075
0.46822668	12.70471288	-1.15078827	0.46819481	12.70469943	-1.15079557
0.61210868	12.61545870	-1.21896848	0.61210618	12.61547946	-1.21894592
0.60812692	12.72007773	-1.18528267	0.60808469	12.72012127	-1.18525598
0.47194401	12.78865250	-1.11725197	0.47184551	12.78864220	-1.11727071
0.58599027	12.17506740	-0.30165233	0.58597119	12.17507975	-0.30164616
