0.85425061	12.73518864	-0.42141760	0.85461589	12.73500680	-0.42154875
0.82544631	12.87355946	-0.44967998	0.82584011	12.87339662	-0.44978635
0.90060835	12.83236003	-0.54841373	0.90089859	12.83219129	-0.54856042
0.93242468	12.69905163	-0.53422169	0.93268375	12.69886938	-0.53439363
0.78254183	12.96467566	-0.50949389	0.78291140	12.96453808	-0.50956200
0.86188335	12.91861822	-0.59092003	0.86216587	12.91846843	-0.59103475
0.91070762	12.87581533	-0.65154631	0.91093611	12.87566448	-0.65168493
0.94900144	12.80583474	-0.64617395	0.94921517	12.80567084	-0.64633884
0.98281998	12.67666935	-0.64754354	0.98300579	12.67649633	-0.64773399
0.71642194	12.76675502	-1.16407219	0.71638138	12.76675350	-1.16408323
0.83879218	12.71595628	-1.14295991	0.83875284	12.71591800	-1.14303274
0.80753543	12.82234991	-1.07379265	0.80752790	12.82230464	-1.07383561
0.68518725	12.86877154	-1.08978044	0.68516340	12.86875366	-1.08975035
0.94021711	12.68188521	-1.08073632	0.94020025	12.68180638	-1.08086343
0.90737524	12.79294678	-1.02173025	0.90739207	12.79286916	-1.02183202
0.86794273	12.86138263	-0.97082560	0.86798286	12.86130450	-0.97090458
0.78898528	12.90234065	-0.98566307	0.78901505	12.90227721	-0.98569329
0.66685887	12.94842323	-0.99029150	0.66687620	12.94838361	-0.99024574
0.60230360	12.83246391	-0.20738940	0.60296102	12.83232367	-0.20733551
0.58367920	12.96962268	-0.25461831	0.58434045	12.96950024	-0.25453638
0.71641704	12.92195694	-0.34868076	0.71694057	12.92181001	-0.34871454
0.73804123	12.78235067	-0.30863340	0.73854680	12.78218200	-0.30868989
0.55218752	13.05624643	-0.33855961	0.55278244	13.05614748	-0.33844071
0.67952217	13.01259089	-0.42397229	0.67999817	13.01247067	-0.42396775
0.46673868	12.88179395	-1.06177329	0.46670650	12.88180705	-1.06161474
0.59294371	12.82767094	-1.13551957	0.59289987	12.82768555	-1.13544954
0.56228891	12.91988131	-1.06264475	0.56226486	12.91987987	-1.06253893
0.43842801	12.96406661	-0.98660713	0.43843342	12.96406532	-0.98640737
0.54242546	12.99416699	-0.96059566	0.54245030	12.99414218	-0.96046116
0.41804265	13.03318373	-0.88344760	0.41811071	13.03316588	-0.88321016
-0.00356711	12.98661772	-0.05618931	-0.00244514	12.98665973	-0.05527863
-0.13189938	12.99798570	-0.07525120	-0.13076503	12.99806555	-0.07407392
-0.13530093	13.07159872	-0.12142106	-0.13422464	13.07168713	-0.12022976
-0.01042778	13.07413416	-0.09972373	-0.00934544	13.07419183	-0.09879354
-0.25073325	12.99929977	-0.10811513	-0.24961626	12.99941590	-0.10664122
-0.25304989	13.06090973	-0.15629149	-0.25202413	13.06103386	-0.15481075
-0.25583373	13.10250193	-0.22171630	-0.25493304	13.10263483	-0.22023625
-0.13878271	13.11882444	-0.18739318	-0.13782700	13.11892177	-0.18619400
-0.01674999	13.12838942	-0.16538725	-0.01577450	13.12845826	-0.16444718
0.03231189	12.97471805	-0.58228006	0.03253945	12.97480543	-0.58150132
0.01751228	13.03697552	-0.55617307	0.01778504	13.03705920	-0.55535382
-0.06368683	13.03907291	-0.54367240	-0.06343313	13.03918161	-0.54267965
-0.04963475	12.98298796	-0.55991082	-0.04941347	12.98309986	-0.55895534
-0.00139712	13.09070630	-0.50805688	-0.00104038	13.09078248	-0.50718714
-0.08464229	13.08516387	-0.50720175	-0.08431127	13.08527307	-0.50615379
-0.17874997	13.07800746	-0.52088412	-0.17847944	13.07813852	-0.51961047
-0.15684783	13.03722883	-0.55757525	-0.15666327	13.03735944	-0.55635493
-0.14240727	12.98619922	-0.57569248	-0.14226540	12.98633662	-0.57451208
0.98815003	12.28748706	-0.67398648	0.98819386	12.28730594	-0.67419651
0.96634367	12.06860106	-0.68981291	0.96628277	12.06842912	-0.69000753
0.91428372	12.09542610	-0.55422926	0.91429285	12.09527691	-0.55439435
0.93024748	12.30206991	-0.53867786	0.93036550	12.30189555	-0.53886632
